Close,High,Low,Open,Volume,Date
354.1823425292969,357.3937136948049,353.6813099127179,357.3937136948049,8816848.0,2024-02-06
357.9471740722656,358.39571281494074,355.7092334576124,356.54428766453555,5517984.0,2024-02-07
357.8708801269531,358.2335369588852,355.9717372827009,357.4986937965141,4357608.0,2024-02-08
361.0201721191406,361.89819061843815,358.35755142965127,358.35755142965127,8099512.0,2024-02-09
363.367919921875,364.3509028024448,359.98953807549657,360.7434635074689,7352168.0,2024-02-10
365.0236206054687,366.1974494157854,358.9396551638275,358.9396551638275,9839496.0,2024-02-11
362.485107421875,365.30283172412965,359.8116824412489,365.0379874649304,7204176.0,2024-02-12
362.6092224121094,364.9855391103956,359.01608897131894,362.6055183788844,6937912.0,2024-02-13
364.72308349609375,366.8894482794092,362.03315284110926,365.31477445504464,4943504.0,2024-02-14
365.6965637207031,367.4191663459436,362.99945338771994,366.27872526148,6226312.0,2024-02-15
356.9546813964844,365.8969148485578,353.90076870082606,365.2288714463826,15072744.0,2024-02-16
350.3983459472656,355.943092659918,347.8884065849724,355.943092659918,7432472.0,2024-02-17
350.7562255859375,353.95804379336136,346.5284602010468,348.6232489477711,4124272.0,2024-02-18
350.36962890625,353.4283175356149,348.5277334316644,350.5700279167482,3940104.0,2024-02-19
320.43182373046875,328.28608741335506,318.75216229795825,326.3869446284483,40790880.0,2024-02-20
348.90730677222746,324.8505027171849,318.2798307913873,318.7522283861291,11167544.0,2024-02-21
319.759033203125,325.61394346007546,318.75219153105184,324.4782788040648,11804312.0,2024-02-22
312.2387390136719,320.4556828269649,309.08939129839683,319.7065104900438,15777848.0,2024-02-23
315.225830078125,319.6587706024254,312.07170618597735,312.07170618597735,8023032.0,2024-02-24
315.47393798828125,318.5612621161893,312.1194151440974,317.797783956534,12380320.0,2024-02-25
312.625244140625,316.6955280206068,312.0717177794636,312.281669626937,8160344.0,2024-02-26
310.5829467773437,312.9972173200004,309.7813039243296,309.97217348928604,7548064.0,2024-02-27
310.0579528808594,311.9714242963145,308.3115155789799,311.11728793565493,8458568.0,2024-02-28
308.3545837402344,311.3941678304158,306.9135090874543,309.972198775296,13599368.0,2024-03-01
311.36553955078125,312.93066070844634,307.99668697291435,308.4570135222204,7146824.0,2024-03-02
313.1002837739179,315.407175527542,308.25911973409364,313.5318913964051,9176928.0,2024-03-03
316.2660217285156,317.3205804980411,312.548842445439,313.3170969318084,8628352.0,2024-03-04
317.0390625,319.70645949468945,315.93678631557293,316.3710795462471,5644400.0,2024-03-05
315.92525897047744,319.51560330816903,316.7527714340879,318.7044077800569,4700216.0,2024-03-06
316.4665222167969,320.27913720267804,315.5169507696762,319.8019632795513,3925584.0,2024-03-07
314.3049011230469,316.31380794023926,310.73564960281743,314.7439104392174,7097544.0,2024-03-08
310.59722900390625,315.869999938446,308.3020181724999,313.1262503571244,10664680.0,2024-03-09
305.5058288574219,310.90267060510456,304.0695306843266,310.59250755408266,21263240.0,2024-03-10
308.7457580566406,310.69741756076127,302.0510188851946,306.3455831347472,18678336.0,2024-03-11
311.0982360839844,323.33296768660546,309.92438387315565,318.0077034054204,20782384.0,2024-03-12
301.3161926269531,309.3947362832424,300.3809272562941,309.3947362832424,13198304.0,2024-03-13
304.63262939453125,306.3504556332253,301.4164815964337,303.4826355026148,8391912.0,2024-03-14
303.7640991210937,307.2999620398696,302.5282234988778,306.34561433167124,6119624.0,2024-03-15
300.6815795898437,305.3912952917235,299.8942426566698,302.7238978568112,6626896.0,2024-03-16
302.7811584472656,304.6135249415447,301.95565688462506,302.9147811247069,12016720.0,2024-03-17
302.7811584472656,302.7811584472656,302.7811584472656,302.7811584472656,0.0,2024-03-18
303.0627136230469,305.39131306536706,301.89363750271855,304.24609564137194,5962904.0,2024-03-19
306.00883335355866,304.7231927751799,302.0510194592685,302.43275850439875,6042480.0,2024-03-20
303.267822265625,304.9140719498613,302.623637606576,303.76885477821867,4835464.0,2024-03-21
303.55889892578125,304.43689408581474,302.62363358812496,303.25826544251527,7741936.0,2024-03-22
307.27130126953125,309.8766749550781,303.95971965873844,303.65973566853285,4764392.0,2024-03-23
303.1867370605469,308.54063742883613,302.96247931183814,304.6278115288726,4196688.0,2024-03-24
302.0653381347656,303.91201016352096,301.0966845865626,303.1866966272829,4566024.0,2024-03-25
292.7318725585937,302.52824309810376,290.5728964111604,300.71498233505514,15596072.0,2024-03-26
292.5362548828125,294.7407844649609,290.7372998426223,292.98479371817973,9161992.0,2024-03-27
296.9405212402344,298.2336670805969,291.3480574948422,292.50758067264945,6179400.0,2024-03-28
305.6299428899165,304.1029313204093,296.3297730253296,297.5847310825433,7044200.0,2024-03-29
311.6184387207031,312.5489278953534,303.7689274781404,303.7689274781404,7299968.0,2024-03-30
310.5543212890625,311.5945510524058,307.0279875923712,310.18688807291943,5184688.0,2024-03-31
312.3055114746094,314.44326432317587,305.8922995279192,310.5542974077207,8409192.0,2024-04-01
303.2487487792969,318.75212203074165,291.9397288809008,314.83929658066364,14188792.0,2024-04-02
287.7406005859375,289.9773095331901,286.3138554708447,305.20038665079034,17246512.0,2024-04-03
297.9664611816406,299.5554642255498,290.3316788911649,290.9806400457567,8787344.0,2024-04-04
301.2971496582031,301.9842754060927,295.75715608548813,297.5656404849808,6788304.0,2024-04-05
297.1742858886719,303.48253276050696,294.04879754027354,301.5738375859126,9832744.0,2024-04-06
292.9418029785156,302.62365573726686,287.4638331995954,298.23365631629105,9081776.0,2024-04-07
301.43548506236766,296.8928091426561,291.0903701526644,293.080194534677,5750544.0,2024-04-08
300.9342017162526,301.09673560413205,295.8001052313811,295.8478226221266,5569932.0,2024-04-09
302.8431701660156,304.2460566708138,297.5656225531987,298.090513805297,5389320.0,2024-04-10
282.932861328125,292.6558062976844,282.0137769777686,292.6558062976844,41341328.0,2024-04-11
284.37432861328125,286.3140848096448,278.62764292576065,284.432385486714,28035616.0,2024-04-12
289.5744934082031,290.0146912357009,286.41575454129395,286.41575454129395,6229856.0,2024-04-13
291.9012145996094,293.811942785225,287.7943630460848,291.01115859908333,6824936.0,2024-04-14
288.7376403808594,292.88320449121454,285.738522655342,291.6883852398362,5508008.0,2024-04-15
294.21826171875,296.8545828108662,286.56084678341915,290.2371844531592,12153720.0,2024-04-16
290.5322570800781,291.2046351516155,285.399891593776,290.25168030304536,16882424.0,2024-04-17
299.61690417918,291.68836474051625,287.9249654359676,290.8176532039774,10858344.0,2024-04-18
297.5075988769531,298.8668810009802,295.31340046582204,290.2371672843057,10479176.0,2024-04-19
308.9429626464844,315.1250048714782,298.9781532208148,300.3954686087773,20375704.0,2024-04-20
307.17254638671875,318.9755258934548,301.9144063143759,317.32600641060884,21128856.0,2024-04-21
308.3286437988281,310.2635584131917,306.05463727636146,308.4737623949054,10151744.0,2024-04-22
313.857666015625,315.3620669152561,307.6514365777702,308.23191098640746,9375328.0,2024-04-23
314.1188659667969,316.0682828733949,311.3809572314621,313.9619238214104,10079392.0,2024-04-24
313.5045471191406,316.8422749005356,310.8198530341056,313.9399029167139,9791280.0,2024-04-25
307.4633352579822,321.4859962101035,314.6945121899844,314.0220740877765,11313704.0,2024-04-26
320.86688232421875,323.07266596779067,318.5691713458631,321.1958083427691,8853000.0,2024-04-27
312.7353820800781,320.1267456442757,311.6614951396696,319.26087617371667,6328112.0,2024-04-28
309.9540100097656,312.9627883857477,308.82690795439424,312.48874370226093,10638024.0,2024-04-29
310.6747436523437,313.9399122310177,310.1668285401056,313.9399122310177,6433520.0,2024-04-30
317.5754979057383,312.97243076033794,306.5630262664052,311.52124483718336,7376552.0,2024-05-01
311.8501892089844,313.030506058229,306.8774679342933,309.58634848352415,6890744.0,2024-05-02
317.42881254430176,315.6814140279374,310.68932337758355,311.7631339758599,7290576.0,2024-05-03
311.62286376953125,314.88803242347626,310.1668356903035,313.9399194681956,4662512.0,2024-05-04
311.0665588378906,313.80446779513323,309.412197362152,310.74729319631047,6119632.0,2024-05-05
310.6215209960937,312.3339157505639,308.66726190851864,310.5731481294728,5936300.0,2024-05-06
314.0317687988281,315.23624830306426,309.5911496464911,309.5911496464911,5752968.0,2024-05-07
323.657958984375,326.1738661981492,315.39104206878466,315.8747706609147,11638312.0,2024-05-08
323.3388061523437,329.5499023370283,319.55606141441086,324.0015240025053,11460480.0,2024-05-09
320.26226806640625,327.3875823297462,318.2934828205865,322.1633123989523,8270752.0,2024-05-10
318.5546569824219,327.16502685877373,314.48167596545824,320.71209146186976,11345616.0,2024-05-11
321.8392028808594,332.0313759223388,319.29480884330707,329.0709468640164,15826360.0,2024-05-12
312.0291442871094,320.7120729592334,308.2125302242217,320.7120729592334,8231600.0,2024-05-13
312.0678405761719,315.1927322393911,311.23584150710286,313.3594054617597,4139800.0,2024-05-14
312.4500427246094,313.93991763164547,309.9007830981721,313.456188945002,4589488.0,2024-05-15
313.38848876953125,323.7015707603153,312.6483696668038,315.40080493979053,4946672.0,2024-05-16
322.64278690938954,316.81323204533714,313.80445406404584,314.713854463117,4098368.0,2024-05-17
309.654052734375,316.6826441780672,308.4350707102886,314.9073505879108,7435968.0,2024-05-18
322.37502954700904,314.1043742470907,309.3977036699867,310.0700818067781,8733360.0,2024-05-19
324.0450134277344,324.5819570075019,314.3269085893811,314.3269085893811,11827336.0,2024-05-20
327.2181701660156,328.45167794031283,321.3360264085928,323.517646843124,5571560.0,2024-05-21
324.3109436035156,328.838647265952,319.71552267232033,328.838647265952,5337672.0,2024-05-22
326.1395874023437,327.67783528579685,321.2781137610354,323.61451403336,4601448.0,2024-05-23
326.2459716796875,328.3550334837258,323.67254923072306,328.3550334837258,9934720.0,2024-05-24
325.80572509765625,328.4420460533269,323.4402968907007,327.0005442263077,8457168.0,2024-05-25
323.2564697265625,328.1614728665461,322.1632383978769,324.09815274260893,7607008.0,2024-05-26
335.2772216796875,337.88344951133126,324.0305288109917,324.5819748341886,13086960.0,2024-05-27
331.4847150289497,340.5449874795403,335.71254273623634,336.288175136046,15545572.0,2024-05-28
345.94830322265625,349.092540130715,341.02877233560474,341.02877233560474,18004184.0,2024-05-29
339.3211364746094,342.90554677945056,336.90249328939274,338.5133002029221,10907768.0,2024-05-30
336.9314880371094,340.544950295599,336.1913926923882,338.6100358052831,3811352.0,2024-05-31
345.7207946777344,346.707596195802,339.57744209286346,340.931882032835,5628672.0,2024-06-01
346.0401916503906,348.1879425040236,342.5766891933169,348.1879425040236,5916936.0,2024-06-02
349.09722900390625,350.7032173227805,343.51984797485875,344.4195878494194,8941360.0,2024-06-03
349.49884033203125,350.9645288979244,346.9882930126425,349.05864247528467,6762480.0,2024-06-04
344.3954162597656,349.44553808289874,343.4473034867914,349.44553808289874,6777888.0,2024-06-05
343.2345275878906,347.2204471951114,341.5124487597501,344.5115665817196,6424824.0,2024-06-06
343.8876037597656,346.59164269624574,343.1571686374274,344.70510060759904,3938224.0,2024-06-07
343.34576416015625,344.7437352770907,341.51243724503405,344.0520127344624,4298880.0,2024-06-08
348.3813781738281,349.05859829246646,343.25385441842326,343.3457581391829,4855040.0,2024-06-09
350.9742431640625,353.7024894676488,344.6132099821231,348.1879607878317,4198352.0,2024-06-10
350.6210021972656,352.15443135304224,348.28460243707474,350.41300834085683,5842128.0,2024-06-11
351.240234375,353.1219342045883,348.3910771914265,351.18701949661795,5569872.0,2024-06-12
348.1686096191406,351.54018483291696,346.4658749723149,351.09032654350864,7599304.0,2024-06-13
348.2507629394531,350.1131182707923,346.83344742083074,349.2569327187718,3643152.0,2024-06-14
349.6148376464844,350.7032269715686,343.98424159529424,348.28458402693707,3583832.0,2024-06-15
353.8637767508917,362.4482479794617,349.25213786902384,349.25213786902384,11857560.0,2024-06-16
358.80572509765625,360.3778432056002,357.7512060915375,360.3778432056002,6238464.0,2024-06-17
360.9341735839844,367.15008744923153,358.4768412080398,361.055105760351,6468352.0,2024-06-18
365.85845947265625,366.7146685819901,361.1227609840402,361.1227609840402,6517296.0,2024-06-19
361.4469604492187,363.3238185328945,359.8941864531084,362.6030674264113,4316800.0,2024-06-20
354.7956237792969,358.7331703044105,354.0893752195638,358.7331703044105,5080752.0,2024-06-21
356.42578125,357.9301821155875,351.24506616579976,355.44382151210203,5013032.0,2024-06-22
355.04718017578125,358.7332023009717,353.1219494062963,356.7982875097044,4985916.0,2024-06-23
352.2802429199219,354.8633492716781,350.9258026555262,354.57311207216475,4958800.0,2024-06-24
359.6245226866595,357.040128920626,350.5678488074733,352.734943786642,5034904.0,2024-06-25
358.7257361885131,362.6126651196525,355.1632442166001,356.01458770987074,7926120.0,2024-06-26
357.6689758300781,360.8325565834831,353.5524401563223,355.4389819547228,9104776.0,2024-06-27
358.1575012207031,366.46310719841074,356.1500275095678,357.86242204768433,14755016.0,2024-06-28
353.1799621582031,356.2903278486126,351.38048217939337,356.0242770980637,8612040.0,2024-06-29
348.9715881347656,356.3581116339379,347.85417005002665,352.63824244237543,12962304.0,2024-06-30
352.61883544921875,355.274500968779,348.1153170701638,351.1869939455832,5564560.0,2024-07-01
357.08856201171875,359.8643370674,352.73500327681563,352.7359690102027,24975512.0,2024-07-02
356.0387878417969,359.918301052054,354.1377437003007,356.50801407884387,8864840.0,2024-07-03
362.70458984375,363.8558546021705,356.1307221042672,358.05595271562606,4996144.0,2024-07-04
362.5788269042969,363.40600765917,359.90471071732776,362.2353748224999,6927368.0,2024-07-05
372.2098388671875,373.4336628614941,360.0875945939412,360.0875945939412,9470864.0,2024-07-06
370.6618957519531,376.6262601672765,364.663660885527,364.663660885527,10458186.666666666,2024-07-07
353.13641357421875,366.8598046928456,352.25119960091,366.182584589246,11445509.333333334,2024-07-08
352.8123474121094,359.3136560118356,350.7903474001321,357.95921573607745,12432832.0,2024-07-09
376.2103576660156,378.08239740807176,345.64354215935606,354.0894510014183,45893056.0,2024-07-10
381.4249267578125,385.5317787485482,376.2732160380232,376.2732160380232,17726984.0,2024-07-11
379.0788269042969,383.5968481089304,377.3083751891119,383.5968481089304,8863492.0,2024-07-12
379.0788269042969,379.0788269042969,379.0788269042969,379.0788269042969,0.0,2024-07-13
376.8364868164063,383.9534151764537,375.768952322759,379.20474999298375,10017392.0,2024-07-14
375.5057067871094,382.442288958652,374.0872147560789,376.7974780386714,8190016.0,2024-07-15
